entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
29	45	2	No Archive Warnings Apply,F/F,Voltron: Legendary Defender,Allura/Pidge | Katie Holt,Allura (Voltron),Pidge | Katie Holt,aliens are a thing,they&#39;d obviously look at least a little off to humans,POV Female Character,Femslash February,	17673257	A whip suits Allura.     They're both sharp and quick and deadly and beautiful. They'd both sooner kill you than blink, and they both take your breath away.      Allura is all straight posture and high cheekbones and sharp, pointed ears. Put all together, it's just slightly off. Like something has been forgotten or twisted.     Her mind is sharp too. She has a razor-sharp tongue, witty insults and cleverly-crafted critiques never a tick too late.     She's all sharp edges and cold beauty.      Even her teeth are sharp, drawing blood even at her gentlest. Her kisses cut Pidge's tongue, drawing soft pinpricks of blood as she kisses down her neck.      And yet Pidge wouldn't change it. Wouldn't change her. Not for anything.	sink your teeth into my neck, sink your nails into my chest	119	General Audiences	Allura is sharp, sharp,  sharp .  But Pidge doesn't mind at all.	2	2019-02-05	0
30	9	1	No Archive Warnings Apply,Gen,Homestuck,Jake English,Drabble,Aromantic Jake English,Internalized Arophobia,	17672657	Your name is Jake English, and at least two of your best friends are in love with you. You know, or suspect so strongly you might as well know. Hints have been dropped. Sometimes they've been dive-bombed.  It's not that you mind, not really, though it  is  utterly confounding.  But there's things you're not ready to own up to, not even to yourself. About yourself. About the way you love, and don't. About Hollywood romance and the difference between wishing and wanting.  Your name is Jake English, and you wish you knew how to want what everyone else seems to.	Wishing and Wanting	100	General Audiences	TT: So there are feelings you don't want to try to put into words, even while you are dwelling entirely within the realm of your own mind?	0	2019-02-05	0
31	58	2	Creator Chose Not To Use Archive Warnings,Newsies - All Media Types,Spot Conlon/Racetrack Higgins,Spot Conlon,Racetrack Higgins,Bryan Denton,	17672315	Spot sauntered into the Journalist classroom, shoot Racer a smirk as he took his seat.  Race rolled his eyes and turned his attention to Mr. Denton.  'First thing's first, welcome back, Sean.  I'm sure you'll get caught up in no time.  Tony can help you.' Mr. Denton stood up from his desk, 'I hope your time in juvie has taught you a lesson or two about right and wrong.'  'Are you kidding me?' Spot snorted, 'I RULED that place.  All I did was crack skulls and life weights all day.'  'Wow,' Race rolled his eyes, voice dripping with sarcasm, 'What a catch. I can't believe I ever let you go.'  'Don't worry, love,' Spot smirked back, 'We'll be together soon.'  'In your dreams.' Race scoffed, glaring at the other boy.  'Every night, babe.' Spot winked, already forming a plan to get the blonde back.	Every Night, Babe	144	General Audiences	When Spot gets out of Juvie, he is determined to win Racer back.	1	2019-02-05	0
32	158	27	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Hurt Stiles,Hurt/Comfort,Established Relationship,Bored Stiles Stilinski,	17671778	'Your glare lacks soul,' Stiles said as he tried to skirt around where Derek stood. Derek huffed. 'You shouldn't be out of bed,' Derek said as he sidestepped in front of Stiles. 'Come on, I'm fine! See, standing and everything!' Derek looked pointedly at Stiles' hip where blood was slowly leaking through the dressing. Stiles deflated. 'Fine, but I'm bored,' Stiles mumbled as he got back into bed. Derek sat on the edge then placed his hand over Stiles' hip to pull some pain. 'Let me finish working, then we can cuddle and watch movies,' Derek said.  'That sounds perfect.'	Out of Bed	100	General Audiences	Sterek drabble based off the words soul, dressing and see.	4	2019-02-05	0
33	9	0	Creator Chose Not To Use Archive Warnings,Gone With the Wind - Margaret Mitchell,Scarlett O&#39;Hara,100 Fandoms Challenge,Drabble,	17671700	She was cowering on the stairs, sobbing slightly. Usually, she wouldn't allow herself to show any weakness. But it was no one around anymore to hear her.  „Tomorrow,' she whispered to herself,' tomorrow I will find a way to move on.'  Tonight her heart was broken. She had gone through the worst, and she had been sure that nothing could scare her anymore. But now Rhett was gone. „I can't love you anymore,' he had said and left her alone.  Alone! Alone!! Never before in her life, she had been so alone. And an excruciating fear seemed to choke her.	Alone	100	General Audiences	For the first time in her life, Scarlett realizes that she is all alone.	0	2019-02-05	0
34	16	1	No Archive Warnings Apply,Gen,F/F,Emelan - Tamora Pierce,Sandrilene fa Toren/Daja Kisubo,Daja Kisubo,Sandrilene fa Toren,Fluff,Pre-Relationship,Circlecest - Freeform,	17671631	The beach was quiet, at dawn. Daja glanced at the water, sifting sand through her fingertips. She was a landswoman now. What would her family have carried from here? What would they have traded?  She looked up at the cliffs - dizzying, forlorn, overlooking pale blue ocean. Tris would like those bluffs. She'd never seen sea this colour before.   'Copper for your thoughts?'  Sandry, beside her, shook the water from her hair.  Daja started. 'Oh - I was wondering if Imperial has a word for this blue.'  Sandry grinned at her. 'I'd call it… turquoise?'  'Hmm,' said Daja, with a small smile of her own. 'Very lugsha of you. In Tradertalk it's just ‘blue'.'   'You'll have to teach me how to speak Tradertalk like a Trader someday.'  Daja inched closer to Sandry, as close as she dared without touching. Her stomach felt full of butterflies.  Her friend had other ideas. Sandry's arm came up around her, and she rested her head on Daja's shoulder.	Turquoise	162	General Audiences	Sandry and Daja, by the beach.  Warning for Circlecest (although at this point they're not a circle yet).	0	2019-02-05	0
35	436	18	No Archive Warnings Apply,F/F,Wynonna Earp (TV),Waverly Earp/Nicole Haught,Nicole Haught,Double Drabble,Angst,	17671304	This is what happens when she leaves Shorty's: She takes a few steps. Then stops. She puts her hands to her face and rubs her eyes. She walks towards her cruiser. Slowly. She feels every ounce of the weight she carries: the gun, the gear, the memory of that hand grasping for her across the counter.   She unclasps her belt and lets the police officer fall away. The gear thuds in the dirt. She leans against the cruiser, reaches back, and pulls at her braid, taking it apart bit by bit. The hair falls in wavy chunks around her face, down her neck. She lets out a breath.   Shorty's gone. This place killed him. A good guy. She didn't know him well, but she knows he was good. Because Waverly loved him.   She takes a breath in. Looks back at the bar. Waverly's in there. Upset. She sees the hand reaching for her.   She shakes her head then leans down and picks up her belt. Opens the door and tosses it onto the passenger seat.  She looks back one more time. The windows glow dimly, spilling love and sadness.  She gets into the car, blinks, and drives into the darkness.	Grasping	200	General Audiences	Following Nicole at the end of Leavin' on Your Mind (S1E3) after Shorty dies.	0	2019-02-05	1
36	460	40	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Mpreg,Pregnant Stiles Stilinski,Happy Ending,	17671079	It had been five years since the loss of their unborn pup and Stiles was finally ready to try again. But now, as he stared at the lines for what felt like forever, he felt a mixture of emotions. He heard Derek calling his name, approaching.  'Stiles?' he asked, confused.  'Please tell me I'm not seeing things, Der,' he mumbled, pleading.  Derek peered down at the device. 'It's positive. You're pregnant.'  Tears filled Stiles' eyes and a laugh slipped past his lips. With a happy shout, he threw his arms around his husband who was quick to share his excitement.	To Breathe Again	100	General Audiences	Hello, hello!  It's been a while since I wrote anything for this series. But here's the last installment!!!   Thank you all for sticking with me and sharing this journey! I really enjoyed writing it and I'm so glad you all liked it!!  Enjoy the happiness!!! ♡	2	2019-02-05	2
37	34	2	No Archive Warnings Apply,Gen,Harry Potter - J. K. Rowling,Draco Malfoy,Scorpius Malfoy,Albus Severus Potter,	17670581	Draco comes to realise that love can be opening your home and hating every single second of it. Albus becoming best friends with Scorpius flabbergasted both families. The Potters ignored it, leaving Draco to be the welcoming one. It is an uncomfortable role but he loves Scorpius. He loves his son so the grounds of the manor are wrecked as the boys set up ridiculous muggle games. His peace shatters when Al appears with younger Weasley cousins in tow each summer. Somehow, he's become a babysitter of Weasel spawn. Still, Draco loves each second and both boys who need it.	a father's way	100	General Audiences	Draco comes to realise that love can be opening your home and hating every single second of it.	2	2019-02-05	0
38	28	9	No Archive Warnings Apply,Gen,Chronicles of Amber - Roger Zelazny,Llewella (Chronicles of Amber),Slice of Life,	17669984	Llewella moved into the stable, dismissing all of her attendants, and took up a currying brush. Her steeds whickered at her, eager for the care she offered. Of all of Oberon's children, she had the least use for her powers, other than to keep Rebma safe from her siblings, yet these steeds showed her strength.  They were as at home under the waves as above it, crafted and shaped from Shadows where myth ran rampant with names like Triton and Poseidon. They were merciless to others, and loyal to her alone.  With them, she was safe to plot future courses.	Among Her Steeds	100	General Audiences	Llewella has a safe place.	2	2019-02-05	0
39	27	1	No Archive Warnings Apply,F/M,M/M,Hamilton - Miranda (Broadway Cast) RPF,Alexander Hamilton/John Laurens,Alexander Hamilton/Elizabeth &quot;Eliza&quot; Schuyler,Alexander Hamilton,John Laurens,Elizabeth &quot;Eliza&quot; Schuyler,Sad,sorry - Freeform,i Tried my Best.,Suicide,Death,	17668505	He really did love him, didnt he?  He loves his clever mouth, so eager to be heard. His firece eyes some shine with intilligence, loves the way he think.  He loves the way he speaks.  I love him, i love him, i love him so Much it hurts.  but i will never have him, never get to touch him. Never gonna kiss that clever mouth, Never gonna whisper sweet love in   his ear. Never get to taste him, Never hear him say my name.  Oh but i love him, i will love to my dying breath.  I love you, my Dear Alexander.   Good bye.	Loves The Way He...	104	General Audiences	A letter to Alex from laurens.  Idfk??? Shit at summarys, sorry. Enjoy, bye!!	0	2019-02-05	0
